,,,"Burnaby, City [Census subdivision], British Columbia",,,,,,"British Columbia [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
,,,"Counts (unless otherwise specified)",,,,,,
"Ethnic origin population","      Taiwanese",,    4050,,    1830,,    2220,,   21455,,    9810,,   11650,
"Ethnic origin population","      Thai",,     350,,     135,,     215,,    5065,,    1870,,    3195,
"Ethnic origin population","      Tibetan",,      60,,      35,,      30,,     550,,     290,,     260,
"Ethnic origin population","      Vietnamese",,    4050,,    2050,,    2000,,   41435,,   20205,,   21230,
"Ethnic origin population","      East and Southeast Asian origins; n.i.e.",126,      90,,      40,,      50,,     785,,     310,,     470,
"Ethnic origin population","    Other Asian origins",,     180,,     100,,      80,,    2500,,    1250,,    1250,
"Ethnic origin population","      Other Asian origins; n.i.e.",127,     180,,     100,,      80,,    2500,,    1250,,    1255,
"Ethnic origin population","  Oceania origins",,    1570,,     820,,     745,,   41125,,   20605,,   20520,
"Ethnic origin population","    Australian",,     380,,     220,,     160,,   16240,,    8385,,    7855,
"Ethnic origin population","    New Zealander",,     155,,      95,,      65,,    6565,,    3405,,    3155,
"Ethnic origin population","    Pacific Islands origins",,    1040,,     505,,     530,,   19135,,    9240,,    9890,
"Ethnic origin population","      Fijian",,     845,,     400,,     445,,   14145,,    6895,,    7250,
"Ethnic origin population","      Hawaiian",,      70,,      35,,      35,,    2200,,     970,,    1235,
"Ethnic origin population","      Maori",,      50,,      25,,      20,,    1120,,     595,,     530,
"Ethnic origin population","      Polynesian; n.o.s.",128,      15,,      15,,       0,,     600,,     275,,     325,
"Ethnic origin population","      Samoan",,      10,,      10,,       0,,     485,,     255,,     230,
"Ethnic origin population","      Pacific Islands origins; n.i.e.",129,      55,,      35,,      20,,     905,,     440,,     465,
"Household characteristics","Total - Private households by tenure - 25% sample data",130,   92200,,,...,,..., 1881970,,,...,,...
"Household characteristics","  Owner",,   57220,,,...,,..., 1279020,,,...,,...
"Household characteristics","  Renter",,   34980,,,...,,...,  599360,,,...,,...
"Household characteristics","  Band housing",,       0,,,...,,...,    3590,,,...,,...
"Household characteristics","Total - Occupied private dwellings by condominium status - 25% sample data",131,   92205,,,...,,..., 1881970,,,...,,...
"Household characteristics","  Condominium",,   34665,,,...,,...,  416770,,,...,,...
"Household characteristics","  Not condominium",,   57530,,,...,,..., 1465200,,,...,,...
"Household characteristics","Total - Occupied private dwellings by number of bedrooms - 25% sample data",132,   92200,,,...,,..., 1881970,,,...,,...
"Household characteristics","  No bedrooms",,    1330,,,...,,...,   22705,,,...,,...
"Household characteristics","  1 bedroom",,   20800,,,...,,...,  311035,,,...,,...
"Household characteristics","  2 bedrooms",,   29710,,,...,,...,  514015,,,...,,...
"Household characteristics","  3 bedrooms",,   17795,,,...,,...,  513135,,,...,,...
"Household characteristics","  4 or more bedrooms",,   22565,,,...,,...,  521075,,,...,,...
"Household characteristics","Total - Occupied private dwellings by number of rooms - 25% sample data",133,   92200,,,...,,..., 1881970,,,...,,...
"Household characteristics","  1 to 4 rooms",,   47300,,,...,,...,  642910,,,...,,...
"Household characteristics","  5 rooms",,   11905,,,...,,...,  274780,,,...,,...
"Household characteristics","  6 rooms",,    8540,,,...,,...,  235845,,,...,,...
"Household characteristics","  7 rooms",,    6330,,,...,,...,  199715,,,...,,...
"Household characteristics","  8 or more rooms",,   18130,,,...,,...,  528720,,,...,,...
"Household characteristics","Average number of rooms per dwelling",,  5.2,,,...,,...,  6.0,,,...,,...
"Household characteristics","Total - Private households by number of persons per room - 25% sample data",134,   92200,,,...,,..., 1881970,,,...,,...
"Household characteristics","  One person or fewer per room",,   88175,,,...,,..., 1839850,,,...,,...
"Household characteristics","  More than 1 person per room",,    4025,,,...,,...,   42120,,,...,,...
"Household characteristics","Total - Private households by housing suitability - 25% sample data",135,   92200,,,...,,..., 1881965,,,...,,...
"Household characteristics","  Suitable",,   83610,,,...,,..., 1781905,,,...,,...
"Household characteristics","  Not suitable",,    8595,,,...,,...,  100060,,,...,,...
"Household characteristics","Total - Occupied private dwellings by period of construction - 25% sample data",136,   92200,,,...,,..., 1881970,,,...,,...
"Household characteristics","  1960 or before",,   12375,,,...,,...,  267560,,,...,,...
"Household characteristics","  1961 to 1980",,   25905,,,...,,...,  559485,,,...,,...
"Household characteristics","  1981 to 1990",,   14410,,,...,,...,  289565,,,...,,...
"Household characteristics","  1991 to 2000",,   14510,,,...,,...,  331865,,,...,,...
"Household characteristics","  2001 to 2005",,    6450,,,...,,...,  125335,,,...,,...
"Household characteristics","  2006 to 2010",,   10090,,,...,,...,  171945,,,...,,...
"Household characteristics","  2011 to 2016",137,    8465,,,...,,...,  136210,,,...,,...
"Household characteristics","Total - Occupied private dwellings by dwelling condition - 25% sample data",138,   92205,,,...,,..., 1881970,,,...,,...
"Household characteristics","  Only regular maintenance or minor repairs needed",,   86195,,,...,,..., 1763105,,,...,,...
"Household characteristics","  Major repairs needed",,    6005,,,...,,...,  118865,,,...,,...
"Household characteristics","Total - Private households by number of household maintainers - 25% sample data",139,   92200,,,...,,..., 1881970,,,...,,...
"Household characteristics","  1 household maintainer",,   53655,,,...,,..., 1091500,,,...,,...
"Household characteristics","  2 household maintainers",,   34035,,,...,,...,  725675,,,...,,...
"Household characteristics","  3 or more household maintainers",,    4505,,,...,,...,   64790,,,...,,...
"Household characteristics","Total - Private households by age of primary household maintainers - 25% sample data",140,   92205,,,...,,..., 1881970,,,...,,...
"Household characteristics","  15 to 24 years",,    4790,,,...,,...,   58620,,,...,,...
"Household characteristics","  25 to 34 years",,   14235,,,...,,...,  253950,,,...,,...
"Household characteristics","  35 to 44 years",,   15950,,,...,,...,  304185,,,...,,...
"Household characteristics","  45 to 54 years",,   19030,,,...,,...,  378545,,,...,,...
"Household characteristics","  55 to 64 years",,   17450,,,...,,...,  390185,,,...,,...
"Household characteristics","  65 to 74 years",,   11480,,,...,,...,  288165,,,...,,...
"Household characteristics","  75 to 84 years",,    6625,,,...,,...,  152225,,,...,,...
"Household characteristics","  85 years and over",,    2640,,,...,,...,   56085,,,...,,...
"Household characteristics","Total -  Owner and tenant households with household total income greater than zero; in non-farm; non-reserve private dwellings by shelter-cost-to-income ratio - 25% sample data",141,   92025,,,...,,..., 1832420,,,...,,...
"Household characteristics","  Spending less than 30% of income on shelter costs",,   59925,,,...,,..., 1320210,,,...,,...
"Household characteristics","  Spending 30% or more of income on shelter costs",,   32105,,,...,,...,  512210,,,...,,...
"Household characteristics","    30% to less than 100%",,   23845,,,...,,...,  420705,,,...,,...
"Household characteristics","Total - Owner households in non-farm; non-reserve private dwellings - 25% sample data",,   57210,,,...,,..., 1242600,,,...,,...
"Household characteristics","  % of owner households with a mortgage",142, 55.4,,,...,,..., 58.6,,,...,,...
"Household characteristics","  % of owner households spending 30% or more of its income on shelter costs",141, 28.7,,,...,,..., 20.7,,,...,,...
"Household characteristics","  Median monthly shelter costs for owned dwellings ($)",143,    1208,,,...,,...,    1149,,,...,,...
"Household characteristics","  Average monthly shelter costs for owned dwellings ($)",143,    1483,,,...,,...,    1387,,,...,,...
"Household characteristics","  Median value of dwellings ($)",144,  799080,,,...,,...,  500874,,,...,,...
"Household characteristics","  Average value of dwellings ($)",144,  961174,,,...,,...,  720689,,,...,,...
"Household characteristics","Total - Tenant households in non-farm; non-reserve private dwellings - 25% sample data",,   34985,,,...,,...,  592825,,,...,,...
"Household characteristics","  % of tenant households in subsidized housing",145, 14.3,,,...,,..., 12.5,,,...,,...
"Household characteristics","  % of tenant households spending 30% or more of its income on shelter costs",141, 45.0,,,...,,..., 43.3,,,...,,...
"Household characteristics","  Median monthly shelter costs for rented dwellings ($)",143,    1100,,,...,,...,    1036,,,...,,...
"Household characteristics","  Average monthly shelter costs for rented dwellings ($)",143,    1171,,,...,,...,    1149,,,...,,...
" Highest certificate; diploma or degree","Total - Highest certificate; diploma or degree for the population aged 15 years and over in private households - 25% sample data",146,  199025,,   96595,,  102430,, 3870375,, 1882770,, 1987605,
" Highest certificate; diploma or degree","  No certificate; diploma or degree",,   25535,,   11995,,   13540,,  601640,,  305320,,  296315,
" Highest certificate; diploma or degree","  Secondary (high) school diploma or equivalency certificate",147,   56210,,   27220,,   28995,, 1138565,,  549580,,  588985,
" Highest certificate; diploma or degree","  Postsecondary certificate; diploma or degree",,  117275,,   57380,,   59895,, 2130175,, 1027870,, 1102310,
" Highest certificate; diploma or degree","    Apprenticeship or trades certificate or diploma",,   11550,,    8140,,    3415,,  338980,,  250270,,   88720,
" Highest certificate; diploma or degree","      Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification",148,    5565,,    3180,,    2385,,  142935,,   83055,,   59880,
" Highest certificate; diploma or degree","      Certificate of Apprenticeship or Certificate of Qualification",149,    5985,,    4955,,    1025,,  196045,,  167210,,   28840,
" Highest certificate; diploma or degree","    College; CEGEP or other non-university certificate or diploma",,   33125,,   14770,,   18350,,  700945,,  280300,,  420645,
" Highest certificate; diploma or degree","    University certificate or diploma below bachelor level",,    7920,,    3395,,    4525,,  138010,,   54420,,   83585,
" Highest certificate; diploma or degree","    University certificate; diploma or degree at bachelor level or above",,   64675,,   31075,,   33600,,  952240,,  442880,,  509360,
" Highest certificate; diploma or degree","      Bachelor's degree",,   44540,,   20875,,   23665,,  622670,,  281020,,  341655,
" Highest certificate; diploma or degree","      University certificate or diploma above bachelor level",,    4285,,    1835,,    2450,,   69005,,   28575,,   40430,
" Highest certificate; diploma or degree","      Degree in medicine; dentistry; veterinary medicine or optometry",,    1375,,     700,,     675,,   29110,,   16690,,   12420,
" Highest certificate; diploma or degree","      Master's degree",,   12405,,    6260,,    6145,,  195825,,   94360,,  101465,
" Highest certificate; diploma or degree","      Earned doctorate",150,    2065,,    1400,,     665,,   35625,,   22240,,   13390,
" Highest certificate; diploma or degree","Total - Highest certificate; diploma or degree for the population aged 25 to 64 years in private households - 25% sample data",146,  132950,,   64125,,   68820,, 2532975,, 1227040,, 1305940,
" Highest certificate; diploma or degree","  No certificate; diploma or degree",,    9235,,    4720,,    4515,,  244000,,  134410,,  109585,
" Highest certificate; diploma or degree","  Secondary (high) school diploma or equivalency certificate",147,   29940,,   14495,,   15440,,  671010,,  330835,,  340175,
" Highest certificate; diploma or degree","  Postsecondary certificate; diploma or degree",,   93775,,   44910,,   48865,, 1617965,,  761790,,  856175,
" Highest certificate; diploma or degree","    Apprenticeship or trades certificate or diploma",,    7625,,    5355,,    2270,,  231445,,  172290,,   59155,
" Highest certificate; diploma or degree","      Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification",148,    3740,,    2140,,    1600,,   97350,,   56920,,   40435,
" Highest certificate; diploma or degree","      Certificate of Apprenticeship or Certificate of Qualification",149,    3885,,    3215,,     665,,  134095,,  115370,,   18725,
" Highest certificate; diploma or degree","    College; CEGEP or other non-university certificate or diploma",,   25515,,   11380,,   14135,,  528805,,  210880,,  317925,
" Highest certificate; diploma or degree","    University certificate or diploma below bachelor level",,    6000,,    2490,,    3510,,   99695,,   39205,,   60490,
" Highest certificate; diploma or degree","    University certificate; diploma or degree at bachelor level or above",,   54635,,   25685,,   28950,,  758015,,  339415,,  418605,
" Highest certificate; diploma or degree","      Bachelor's degree",,   37230,,   17210,,   20025,,  497845,,  219005,,  278840,
" Highest certificate; diploma or degree","      University certificate or diploma above bachelor level",,    3540,,    1440,,    2095,,   52955,,   20995,,   31965,
" Highest certificate; diploma or degree","      Degree in medicine; dentistry; veterinary medicine or optometry",,    1105,,     525,,     580,,   22440,,   11665,,   10775,
" Highest certificate; diploma or degree","      Master's degree",,   11090,,    5435,,    5660,,  159740,,   73335,,   86405,
" Highest certificate; diploma or degree","      Earned doctorate",150,    1675,,    1080,,     590,,   25030,,   14420,,   10615,
"Major field of study - Classification of Instructional Programs (CIP) 2016","Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 15 years and over in private households - 25% sample data",151,  199020,,   96595,,  102425,, 3870380,, 1882770,, 1987610,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  No postsecondary certificate; diploma or degree",152,   81745,,   39210,,   42535,, 1740205,,  854900,,  885300,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Education",,    6120,,    1290,,    4825,,  144100,,   34915,,  109185,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    13. Education",,    6120,,    1295,,    4825,,  144100,,   34910,,  109185,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Visual and performing arts; and communications technologies",,    6090,,    2885,,    3205,,   98735,,   44465,,   54275,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    10. Communications technologies/technicians and support services",,    1155,,     905,,     245,,   16970,,   12880,,    4090,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    50. Visual and performing arts",,    4940,,    1985,,    2960,,   81765,,   31580,,   50185,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Humanities",,    7085,,    2460,,    4625,,  124600,,   49025,,   75575,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    16. Aboriginal and foreign languages; literatures and linguistics",,    1255,,     225,,    1035,,   15235,,    3675,,   11555,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    23. English language and literature/letters",,    2015,,     625,,    1390,,   34710,,   10845,,   23865,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    24. Liberal arts and sciences; general studies and humanities",,    2285,,     845,,    1440,,   35720,,   13670,,   22050,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30A Interdisciplinary humanities",153,      25,,      10,,      15,,     585,,     210,,     375,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    38. Philosophy and religious studies",,     260,,     140,,     125,,    6710,,    4050,,    2660,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    39. Theology and religious vocations",,     380,,     235,,     140,,   12275,,    7400,,    4880,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    54. History",,     680,,     330,,     355,,   15780,,    8475,,    7300,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    55. French language and literature/letters",,     185,,      40,,     140,,    3580,,     705,,    2880,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Social and behavioural sciences and law",,   14585,,    5650,,    8940,,  245990,,   87960,,  158025,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    05. Area; ethnic; cultural; gender; and group studies",,     205,,      45,,     160,,    4120,,    1060,,    3060,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    09. Communication; journalism and related programs",,    1685,,     640,,    1045,,   23180,,    8505,,   14680,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    19. Family and consumer sciences/human sciences",,    1835,,     200,,    1640,,   38070,,    3285,,   34785,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    22. Legal professions and studies",,    1890,,     645,,    1250,,   38505,,   13545,,   24955,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30B Interdisciplinary social and behavioural sciences",154,     190,,      40,,     150,,    4325,,    1345,,    2985,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    42. Psychology",,    2315,,     755,,    1560,,   43230,,   12480,,   30750,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    45. Social sciences",,    6465,,    3325,,    3140,,   94560,,   47755,,   46810,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Business; management and public administration",,   28085,,   11785,,   16300,,  426460,,  166470,,  259990,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.16 Accounting and computer science",,      55,,      20,,      35,,     775,,     215,,     560,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    44. Public administration and social service professions",,     775,,     190,,     585,,   26520,,    5960,,   20565,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    52. Business; management; marketing and related support services",,   27255,,   11570,,   15680,,  399160,,  160295,,  238865,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Physical and life sciences and technologies",,    6220,,    3225,,    2995,,   86425,,   46070,,   40355,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    26. Biological and biomedical sciences",,    2330,,    1050,,    1280,,   36760,,   16800,,   19960,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.01 Biological and physical sciences",,    1630,,     780,,     860,,   19025,,    9400,,    9620,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30C Other interdisciplinary physical and life sciences",155,      75,,      20,,      50,,     835,,     225,,     610,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    40. Physical sciences",,    2055,,    1340,,     720,,   26370,,   18395,,    7975,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    41. Science technologies/technicians",,     130,,      45,,      85,,    3440,,    1255,,    2185,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Mathematics; computer and information sciences",,    7670,,    5145,,    2525,,   80070,,   51490,,   28575,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    11. Computer and information sciences and support services",,    6215,,    4500,,    1720,,   62795,,   43900,,   18890,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    25. Library science",,     295,,      25,,     270,,    5560,,     755,,    4805,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    27. Mathematics and statistics",,    1095,,     585,,     510,,   10875,,    6295,,    4580,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30D Interdisciplinary mathematics; computer and information sciences",156,      60,,      40,,      20,,     835,,     540,,     300,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Architecture; engineering; and related technologies",,   21605,,   18630,,    2975,,  427670,,  388335,,   39340,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    04. Architecture and related services",,     795,,     530,,     265,,   15490,,    9985,,    5505,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    14. Engineering",,    9320,,    7300,,    2020,,   98455,,   81055,,   17395,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    15. Engineering technologies and engineering-related fields",,    3655,,    3190,,     460,,   68500,,   60490,,    8010,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.12 Historic preservation and conservation",,       0,,       0,,       0,,      90,,      25,,      65,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    46. Construction trades",,    3360,,    3310,,      55,,  100765,,   97615,,    3150,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    47. Mechanic and repair technologies/technicians",,    3210,,    3100,,     105,,   97720,,   94520,,    3200,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    48. Precision production",,    1270,,    1200,,      70,,   46660,,   44650,,    2015,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Agriculture; natural resources and conservation",,    1560,,     845,,     715,,   50210,,   31680,,   18525,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    01. Agriculture; agriculture operations and related sciences",,    1050,,     505,,     540,,   24950,,   13670,,   11275,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    03. Natural resources and conservation",,     515,,     340,,     175,,   25260,,   18010,,    7250,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Health and related fields",,   13720,,    3290,,   10435,,  322715,,   65735,,  256975,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    31. Parks; recreation; leisure and fitness studies",,    1030,,     590,,     440,,   23740,,   11920,,   11820,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    51. Health professions and related programs",,   12240,,    2470,,    9765,,  290645,,   48985,,  241655,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    60. Dental; medical and veterinary residency programs",,     460,,     230,,     225,,    8330,,    4835,,    3495,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Personal; protective and transportation services",,    4515,,    2170,,    2355,,  122855,,   61605,,   61250,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    12. Personal and culinary services",,    3360,,    1195,,    2160,,   79740,,   24860,,   54885,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    28. Military science; leadership and operational art",,      10,,      10,,       0,,     320,,     290,,      30,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    29. Military technologies and applied sciences",,      10,,      10,,       0,,    1235,,    1120,,     115,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    43. Security and protective services",,     385,,     300,,      85,,   13935,,   10390,,    3545,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    49. Transportation and materials moving",,     750,,     650,,     100,,   27620,,   24945,,    2680,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Other",,      10,,       0,,      10,,     355,,     115,,     240,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.99 Multidisciplinary/interdisciplinary studies; other",,      10,,       0,,      10,,     350,,     115,,     240,
"Major field of study - Classification of Instructional Programs (CIP) 2016","Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 25 to 64 years in private households - 25% sample data",151,  132945,,   64125,,   68820,, 2532980,, 1227040,, 1305935,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  No postsecondary certificate; diploma or degree",152,   39170,,   19215,,   19955,,  915015,,  465250,,  449765,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Education",,    4315,,     810,,    3505,,   96005,,   21035,,   74970,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    13. Education",,    4315,,     810,,    3505,,   96010,,   21035,,   74975,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Visual and performing arts; and communications technologies",,    4785,,    2225,,    2560,,   77655,,   34430,,   43225,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    10. Communications technologies/technicians and support services",,     915,,     720,,     200,,   12710,,    9580,,    3130,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    50. Visual and performing arts",,    3870,,    1510,,    2355,,   64940,,   24845,,   40090,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Humanities",,    5645,,    1890,,    3760,,   93605,,   35490,,   58115,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    16. Aboriginal and foreign languages; literatures and linguistics",,    1020,,     160,,     865,,   11710,,    2510,,    9195,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    23. English language and literature/letters",,    1615,,     495,,    1125,,   25665,,    7810,,   17850,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    24. Liberal arts and sciences; general studies and humanities",,    1845,,     660,,    1185,,   28260,,   10505,,   17750,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30A Interdisciplinary humanities",153,      20,,       0,,      10,,     425,,     170,,     255,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    38. Philosophy and religious studies",,     175,,     105,,      75,,    4970,,    2960,,    2010,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    39. Theology and religious vocations",,     300,,     195,,     105,,    8330,,    4945,,    3385,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    54. History",,     520,,     235,,     280,,   11805,,    6140,,    5665,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    55. French language and literature/letters",,     150,,      40,,     115,,    2445,,     455,,    2000,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Social and behavioural sciences and law",,   11960,,    4570,,    7400,,  196450,,   67000,,  129450,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    05. Area; ethnic; cultural; gender; and group studies",,     160,,      35,,     125,,    3460,,     845,,    2615,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    09. Communication; journalism and related programs",,    1405,,     515,,     895,,   19685,,    6940,,   12750,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    19. Family and consumer sciences/human sciences",,    1425,,     150,,    1280,,   29855,,    2505,,   27350,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    22. Legal professions and studies",,    1590,,     495,,    1095,,   31190,,    9665,,   21525,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30B Interdisciplinary social and behavioural sciences",154,     160,,      40,,     115,,    3540,,    1110,,    2425,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    42. Psychology",,    1935,,     620,,    1315,,   33055,,    8845,,   24210,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    45. Social sciences",,    5280,,    2715,,    2565,,   75665,,   37095,,   38575,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Business; management and public administration",,   23285,,    9485,,   13800,,  335220,,  128975,,  206245,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.16 Accounting and computer science",,      40,,      15,,      25,,     540,,     170,,     365,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    44. Public administration and social service professions",,     665,,     145,,     520,,   20695,,    4240,,   16455,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    52. Business; management; marketing and related support services",,   22580,,    9325,,   13255,,  313985,,  124565,,  189425,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Physical and life sciences and technologies",,    4865,,    2475,,    2390,,   63705,,   32325,,   31385,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    26. Biological and biomedical sciences",,    1875,,     845,,    1035,,   28505,,   12595,,   15915,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.01 Biological and physical sciences",,    1245,,     550,,     695,,   13825,,    6570,,    7260,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30C Other interdisciplinary physical and life sciences",155,      70,,      15,,      50,,     645,,     160,,     485,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    40. Physical sciences",,    1565,,    1020,,     545,,   18525,,   12250,,    6270,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    41. Science technologies/technicians",,     115,,      40,,      65,,    2210,,     750,,    1460,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Mathematics; computer and information sciences",,    6900,,    4680,,    2220,,   68660,,   44820,,   23840,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    11. Computer and information sciences and support services",,    5765,,    4185,,    1580,,   56390,,   39660,,   16725,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    25. Library science",,     220,,      10,,     210,,    3830,,     545,,    3290,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    27. Mathematics and statistics",,     860,,     450,,     410,,    7760,,    4185,,    3570,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30D Interdisciplinary mathematics; computer and information sciences",156,      55,,      35,,      20,,     680,,     430,,     250,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Architecture; engineering; and related technologies",,   16520,,   13890,,    2625,,  310855,,  277375,,   33475,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    04. Architecture and related services",,     635,,     410,,     225,,   12110,,    7240,,    4875,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    14. Engineering",,    7795,,    5960,,    1835,,   76935,,   61380,,   15560,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    15. Engineering technologies and engineering-related fields",,    2705,,    2325,,     375,,   48690,,   42285,,    6405,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.12 Historic preservation and conservation",,       0,,       0,,       0,,      65,,      20,,      45,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    46. Construction trades",,    2300,,    2255,,      45,,   72800,,   70225,,    2570,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    47. Mechanic and repair technologies/technicians",,    2330,,    2245,,      85,,   69025,,   66545,,    2480,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    48. Precision production",,     760,,     700,,      60,,   31225,,   29690,,    1535,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Agriculture; natural resources and conservation",,    1295,,     675,,     620,,   39360,,   23810,,   15555,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    01. Agriculture; agriculture operations and related sciences",,     860,,     395,,     470,,   18965,,    9875,,    9090,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    03. Natural resources and conservation",,     435,,     280,,     155,,   20395,,   13930,,    6470,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Health and related fields",,   10935,,    2600,,    8335,,  244975,,   50520,,  194460,
