,,,"Burnaby, City [Census subdivision], British Columbia",,,,,,"British Columbia [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
,,,"Counts (unless otherwise specified)",,,,,,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    31. Parks; recreation; leisure and fitness studies",,     760,,     425,,     335,,   18900,,    9380,,    9520,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    51. Health professions and related programs",,    9835,,    2015,,    7820,,  219800,,   37800,,  182000,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    60. Dental; medical and veterinary residency programs",,     345,,     160,,     180,,    6285,,    3340,,    2940,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Personal; protective and transportation services",,    3260,,    1610,,    1650,,   91185,,   45925,,   45265,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    12. Personal and culinary services",,    2415,,     910,,    1505,,   58820,,   18880,,   39945,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    28. Military science; leadership and operational art",,      10,,      10,,       0,,     195,,     165,,      30,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    29. Military technologies and applied sciences",,       0,,       0,,       0,,     570,,     505,,      65,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    43. Security and protective services",,     325,,     245,,      80,,   11175,,    8110,,    3060,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    49. Transportation and materials moving",,     515,,     450,,      70,,   20430,,   18265,,    2165,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Other",,      10,,       0,,      10,,     275,,      85,,     185,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.99 Multidisciplinary/interdisciplinary studies; other",,       0,,       0,,      10,,     270,,      85,,     185,
"Location of study compared with province or territory of residence with countries outside Canada","Total - Location of study compared with province or territory of residence with countries outside Canada for the population aged 15 years and over in private households - 25% sample data",157,  199020,,   96595,,  102425,, 3870380,, 1882770,, 1987610,
"Location of study compared with province or territory of residence with countries outside Canada","  No postsecondary certificate; diploma or degree",,   81745,,   39215,,   42530,, 1740205,,  854900,,  885300,
"Location of study compared with province or territory of residence with countries outside Canada","  Postsecondary certificate; diploma or degree",158,  117275,,   57385,,   59895,, 2130175,, 1027870,, 1102305,
"Location of study compared with province or territory of residence with countries outside Canada","    Location of study inside Canada",,   74660,,   37480,,   37175,, 1625550,,  785340,,  840205,
"Location of study compared with province or territory of residence with countries outside Canada","      Same as province or territory of residence",,   63750,,   31630,,   32120,, 1243905,,  593275,,  650635,
"Location of study compared with province or territory of residence with countries outside Canada","      Different than province or territory of residence",,   10910,,    5845,,    5060,,  381645,,  192070,,  189575,
"Location of study compared with province or territory of residence with countries outside Canada","    Location of study outside Canada",159,   42620,,   19905,,   22715,,  504630,,  242530,,  262100,
"Location of study compared with province or territory of residence with countries outside Canada","      United States",160,    3325,,    1910,,    1415,,   74030,,   40425,,   33610,
"Location of study compared with province or territory of residence with countries outside Canada","      Philippines",,    5030,,    1815,,    3215,,   56845,,   20455,,   36395,
"Location of study compared with province or territory of residence with countries outside Canada","      India",,    2485,,    1165,,    1320,,   44115,,   22045,,   22065,
"Location of study compared with province or territory of residence with countries outside Canada","      United Kingdom",161,    1985,,    1070,,     915,,   58825,,   31920,,   26910,
"Location of study compared with province or territory of residence with countries outside Canada","      China",162,    9755,,    4465,,    5285,,   61840,,   27630,,   34210,
"Location of study compared with province or territory of residence with countries outside Canada","      France",,     250,,     150,,     105,,    4385,,    2360,,    2025,
"Location of study compared with province or territory of residence with countries outside Canada","      Other",,   19795,,    9335,,   10465,,  204580,,   97700,,  106885,
"Location of study compared with province or territory of residence with countries outside Canada","Total - Location of study compared with province or territory of residence with countries outside Canada for the population aged 25 to 64 years in private households - 25% sample data",157,  132945,,   64125,,   68820,, 2532975,, 1227040,, 1305935,
"Location of study compared with province or territory of residence with countries outside Canada","  No postsecondary certificate; diploma or degree",,   39170,,   19210,,   19955,,  915015,,  465250,,  449765,
"Location of study compared with province or territory of residence with countries outside Canada","  Postsecondary certificate; diploma or degree",158,   93775,,   44910,,   48865,, 1617960,,  761790,,  856170,
"Location of study compared with province or territory of residence with countries outside Canada","    Location of study inside Canada",,   59865,,   29900,,   29965,, 1239640,,  589155,,  650490,
"Location of study compared with province or territory of residence with countries outside Canada","      Same as province or territory of residence",,   51155,,   25195,,   25955,,  970485,,  454780,,  515700,
"Location of study compared with province or territory of residence with countries outside Canada","      Different than province or territory of residence",,    8710,,    4700,,    4010,,  269155,,  134375,,  134785,
"Location of study compared with province or territory of residence with countries outside Canada","    Location of study outside Canada",159,   33910,,   15010,,   18900,,  378325,,  172640,,  205685,
"Location of study compared with province or territory of residence with countries outside Canada","      United States",160,    2620,,    1465,,    1155,,   50095,,   26175,,   23920,
"Location of study compared with province or territory of residence with countries outside Canada","      Philippines",,    4355,,    1525,,    2825,,   48935,,   17385,,   31555,
"Location of study compared with province or territory of residence with countries outside Canada","      India",,    1980,,     840,,    1135,,   36800,,   17455,,   19345,
"Location of study compared with province or territory of residence with countries outside Canada","      United Kingdom",161,    1380,,     700,,     675,,   32890,,   17360,,   15530,
"Location of study compared with province or territory of residence with countries outside Canada","      China",162,    8130,,    3640,,    4490,,   53570,,   23445,,   30125,
"Location of study compared with province or territory of residence with countries outside Canada","      France",,     215,,     130,,      80,,    3505,,    1885,,    1615,
"Location of study compared with province or territory of residence with countries outside Canada","      Other",,   15240,,    6710,,    8525,,  152530,,   68935,,   83595,
"Labour force status","Total - Population aged 15 years and over by Labour force status - 25% sample data",163,  199025,,   96595,,  102430,, 3870375,, 1882770,, 1987610,
"Labour force status","  In the labour force",,  125815,,   65605,,   60210,, 2471665,, 1285835,, 1185830,
"Labour force status","    Employed",,  117815,,   61570,,   56245,, 2305690,, 1194455,, 1111240,
"Labour force status","    Unemployed",,    8005,,    4035,,    3970,,  165975,,   91385,,   74590,
"Labour force status","  Not in the labour force",,   73210,,   30995,,   42215,, 1398710,,  596935,,  801775,
"Labour force status","Participation rate",, 63.2,, 67.9,, 58.8,, 63.9,, 68.3,, 59.7,
"Labour force status","Employment rate",, 59.2,, 63.7,, 54.9,, 59.6,, 63.4,, 55.9,
"Labour force status","Unemployment rate",,  6.4,,  6.2,,  6.6,,  6.7,,  7.1,,  6.3,
"Work activity during the reference year","Total population aged 15 years and over by work activity during the reference year - 25% sample data",164,  199025,,   96595,,  102430,, 3870375,, 1882770,, 1987605,
"Work activity during the reference year","  Did not work",165,   69790,,   29410,,   40375,, 1290235,,  547350,,  742885,
"Work activity during the reference year","  Worked",,  129240,,   67190,,   62050,, 2580140,, 1335420,, 1244720,
"Work activity during the reference year","    Worked full year; full time",166,   60735,,   34195,,   26540,, 1183405,,  675950,,  507460,
"Work activity during the reference year","    Worked part year and/or part time",167,   68500,,   32990,,   35510,, 1396735,,  659470,,  737260,
"Work activity during the reference year","Average weeks worked in reference year",, 42.1,, 42.8,, 41.3,, 41.8,, 42.4,, 41.1,
"Class of worker","Total labour force aged 15 years and over by class of worker - 25% sample data",168,  125815,,   65605,,   60210,, 2471670,, 1285840,, 1185835,
"Class of worker","  Class of worker - not applicable",169,    2870,,    1315,,    1555,,   43805,,   21245,,   22555,
"Class of worker","  All classes of workers",170,  122945,,   64285,,   58655,, 2427860,, 1264585,, 1163275,
