"Census Profile, 2021 Census of Population"
,,,"Surrey, City (CY) [Census subdivision], British Columbia",,,,,,,,,,,,
,,,"Counts",,,,,,"Rates",,,,,,
"Topic","Characteristic","Note","Total","Total_Flag","Men+","Men+_Flag","Women+","Women+_Flag","Total","Total_Flag","Men+","Men+_Flag","Women+","Women+_Flag",
"Selected places of birth for the immigrant population","    Bosnia and Herzegovina",,   380,"",   220,"",   165,"",    0.2,"",    0.2,"",    0.1,"",
"Selected places of birth for the immigrant population","    Croatia",,   465,"",   225,"",   235,"",    0.2,"",    0.2,"",    0.2,"",
"Selected places of birth for the immigrant population","    France",,   260,"",   145,"",   115,"",    0.1,"",    0.1,"",    0.1,"",
"Selected places of birth for the immigrant population","    Germany",,  1830,"",   865,"",   960,"",    0.7,"",    0.7,"",    0.7,"",
"Selected places of birth for the immigrant population","    Greece",,   310,"",   185,"",   125,"",    0.1,"",    0.2,"",    0.1,"",
"Selected places of birth for the immigrant population","    Hungary",,   510,"",   200,"",   315,"",    0.2,"",    0.2,"",    0.2,"",
"Selected places of birth for the immigrant population","    Italy",,  1025,"",   565,"",   455,"",    0.4,"",    0.5,"",    0.3,"",
"Selected places of birth for the immigrant population","    Netherlands",,  1050,"",   495,"",   550,"",    0.4,"",    0.4,"",    0.4,"",
"Selected places of birth for the immigrant population","    Poland",,  1805,"",   880,"",   920,"",    0.7,"",    0.7,"",    0.7,"",
"Selected places of birth for the immigrant population","    Portugal",,   770,"",   355,"",   415,"",    0.3,"",    0.3,"",    0.3,"",
"Selected places of birth for the immigrant population","    Romania",,   755,"",   355,"",   400,"",    0.3,"",    0.3,"",    0.3,"",
"Selected places of birth for the immigrant population","    Russian Federation",,   950,"",   435,"",   515,"",    0.4,"",    0.4,"",    0.4,"",
"Selected places of birth for the immigrant population","    Serbia",86,   285,"",   155,"",   135,"",    0.1,"",    0.1,"",    0.1,"",
"Selected places of birth for the immigrant population","    Ukraine",,   825,"",   405,"",   425,"",    0.3,"",    0.3,"",    0.3,"",
"Selected places of birth for the immigrant population","    United Kingdom",87,  8320,"",  4050,"",  4270,"",    3.3,"",    3.4,"",    3.3,"",
"Selected places of birth for the immigrant population","    Other places of birth in Europe",,  3245,"",  1590,"",  1655,"",    1.3,"",    1.3,"",    1.3,"",
"Selected places of birth for the immigrant population","  Africa",,  8915,"",  4560,"",  4350,"",    3.6,"",    3.8,"",    3.3,"",
"Selected places of birth for the immigrant population","    Algeria",,    80,"",    50,"",    30,"",    0.0,"",    0.0,"",    0.0,"",
"Selected places of birth for the immigrant population","    Congo, Democratic Republic of the",,   320,"",   165,"",   150,"",    0.1,"",    0.1,"",    0.1,"",
"Selected places of birth for the immigrant population","    Egypt",,   580,"",   310,"",   270,"",    0.2,"",    0.3,"",    0.2,"",
"Selected places of birth for the immigrant population","    Eritrea",,   645,"",   350,"",   290,"",    0.3,"",    0.3,"",    0.2,"",
"Selected places of birth for the immigrant population","    Ethiopia",,   605,"",   315,"",   285,"",    0.2,"",    0.3,"",    0.2,"",
"Selected places of birth for the immigrant population","    Morocco",,   120,"",    45,"",    80,"",    0.0,"",    0.0,"",    0.1,"",
"Selected places of birth for the immigrant population","    Nigeria",,   925,"",   490,"",   440,"",    0.4,"",    0.4,"",    0.3,"",
"Selected places of birth for the immigrant population","    Somalia",,   635,"",   315,"",   320,"",    0.3,"",    0.3,"",    0.2,"",
"Selected places of birth for the immigrant population","    South Africa, Republic of",,   940,"",   460,"",   485,"",    0.4,"",    0.4,"",    0.4,"",
"Selected places of birth for the immigrant population","    Other places of birth in Africa",,  4070,"",  2065,"",  2010,"",    1.6,"",    1.7,"",    1.5,"",
"Selected places of birth for the immigrant population","  Asia",,197360,"", 94045,"",103315,"",   78.7,"",   78.4,"",   78.9,"",
"Selected places of birth for the immigrant population","    Afghanistan",,  1940,"",   930,"",  1010,"",    0.8,"",    0.8,"",    0.8,"",
"Selected places of birth for the immigrant population","    Iran",88,  1090,"",   605,"",   490,"",    0.4,"",    0.5,"",    0.4,"",
"Selected places of birth for the immigrant population","    Iraq",,  3090,"",  1700,"",  1395,"",    1.2,"",    1.4,"",    1.1,"",
"Selected places of birth for the immigrant population","    Lebanon",,   600,"",   315,"",   280,"",    0.2,"",    0.3,"",    0.2,"",
"Selected places of birth for the immigrant population","    Syria",89,  1755,"",   975,"",   775,"",    0.7,"",    0.8,"",    0.6,"",
"Selected places of birth for the immigrant population","    Turkey",,   255,"",   160,"",   100,"",    0.1,"",    0.1,"",    0.1,"",
"Selected places of birth for the immigrant population","    China",90, 23850,"", 10830,"", 13020,"",    9.5,"",    9.0,"",    9.9,"",
"Selected places of birth for the immigrant population","    Hong Kong",91,  2980,"",  1490,"",  1485,"",    1.2,"",    1.2,"",    1.1,"",
"Selected places of birth for the immigrant population","    Korea, South",92,  6995,"",  3245,"",  3745,"",    2.8,"",    2.7,"",    2.9,"",
"Selected places of birth for the immigrant population","    Taiwan",,  5540,"",  2580,"",  2960,"",    2.2,"",    2.2,"",    2.3,"",
"Selected places of birth for the immigrant population","    Philippines",, 29510,"", 13040,"", 16465,"",   11.8,"",   10.9,"",   12.6,"",
"Selected places of birth for the immigrant population","    Viet Nam",,  6425,"",  2865,"",  3555,"",    2.6,"",    2.4,"",    2.7,"",
"Selected places of birth for the immigrant population","    Bangladesh",,   840,"",   430,"",   410,"",    0.3,"",    0.4,"",    0.3,"",
"Selected places of birth for the immigrant population","    India",, 95905,"", 46830,"", 49075,"",   38.2,"",   39.0,"",   37.5,"",
"Selected places of birth for the immigrant population","    Pakistan",,  5710,"",  2895,"",  2810,"",    2.3,"",    2.4,"",    2.1,"",
"Selected places of birth for the immigrant population","    Sri Lanka",,  1435,"",   685,"",   750,"",    0.6,"",    0.6,"",    0.6,"",
"Selected places of birth for the immigrant population","    Other places of birth in Asia",,  9445,"",  4465,"",  4980,"",    3.8,"",    3.7,"",    3.8,"",
"Selected places of birth for the immigrant population","  Oceania and other places of birth",93,  9300,"",  4220,"",  5080,"",    3.7,"",    3.5,"",    3.9,"",
"Selected places of birth for the recent immigrant population ","Total - Place of birth for the recent immigrant population in private households - 25% sample data",94, 39905,"", 19410,"", 20495,"",  100.0,"",  100.0,"",  100.0,"",
"Selected places of birth for the recent immigrant population ","  Americas",,  2120,"",  1050,"",  1070,"",    5.3,"",    5.4,"",    5.2,"",
"Selected places of birth for the recent immigrant population ","    Brazil",,   295,"",   135,"",   160,"",    0.7,"",    0.7,"",    0.8,"",
"Selected places of birth for the recent immigrant population ","    Colombia",,   210,"",   120,"",    95,"",    0.5,"",    0.6,"",    0.5,"",
"Selected places of birth for the recent immigrant population ","    Haiti",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Selected places of birth for the recent immigrant population ","    Jamaica",,   250,"",   110,"",   145,"",    0.6,"",    0.6,"",    0.7,"",
"Selected places of birth for the recent immigrant population ","    Mexico",,   215,"",   105,"",   105,"",    0.5,"",    0.5,"",    0.5,"",
"Selected places of birth for the recent immigrant population ","    United States of America",,   655,"",   350,"",   305,"",    1.6,"",    1.8,"",    1.5,"",
"Selected places of birth for the recent immigrant population ","    Venezuela",95,    25,"",    15,"",    15,"",    0.1,"",    0.1,"",    0.1,"",
"Selected places of birth for the recent immigrant population ","    Other places of birth in Americas",,   465,"",   215,"",   250,"",    1.2,"",    1.1,"",    1.2,"",
"Selected places of birth for the recent immigrant population ","  Europe",,  1440,"",   760,"",   685,"",    3.6,"",    3.9,"",    3.3,"",
"Selected places of birth for the recent immigrant population ","    France",,    25,"",    25,"",     0,"",    0.1,"",    0.1,"",    0.0,"",
"Selected places of birth for the recent immigrant population ","    Germany",,    65,"",    25,"",    45,"",    0.2,"",    0.1,"",    0.2,"",
"Selected places of birth for the recent immigrant population ","    Ireland",96,    55,"",    30,"",    25,"",    0.1,"",    0.2,"",    0.1,"",
"Selected places of birth for the recent immigrant population ","    Italy",,   245,"",   130,"",   115,"",    0.6,"",    0.7,"",    0.6,"",
"Selected places of birth for the recent immigrant population ","    Russian Federation",,   150,"",    65,"",    85,"",    0.4,"",    0.3,"",    0.4,"",
"Selected places of birth for the recent immigrant population ","    Ukraine",,   125,"",    70,"",    50,"",    0.3,"",    0.4,"",    0.2,"",
"Selected places of birth for the recent immigrant population ","    United Kingdom",87,   350,"",   195,"",   155,"",    0.9,"",    1.0,"",    0.8,"",
"Selected places of birth for the recent immigrant population ","    Other places of birth in Europe",,   430,"",   215,"",   215,"",    1.1,"",    1.1,"",    1.0,"",
"Selected places of birth for the recent immigrant population ","  Africa",,  2160,"",  1115,"",  1045,"",    5.4,"",    5.7,"",    5.1,"",
"Selected places of birth for the recent immigrant population ","    Algeria",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Selected places of birth for the recent immigrant population ","    Burundi",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Selected places of birth for the recent immigrant population ","    Cameroon",,    45,"",    15,"",    30,"",    0.1,"",    0.1,"",    0.1,"",
"Selected places of birth for the recent immigrant population ","    Congo, Democratic Republic of the",,   115,"",    65,"",    55,"",    0.3,"",    0.3,"",    0.3,"",
"Selected places of birth for the recent immigrant population ","    Côte d'Ivoire",,    10,"",    10,"",     0,"",    0.0,"",    0.1,"",    0.0,"",
"Selected places of birth for the recent immigrant population ","    Egypt",,   110,"",    45,"",    60,"",    0.3,"",    0.2,"",    0.3,"",
"Selected places of birth for the recent immigrant population ","    Eritrea",,   340,"",   190,"",   150,"",    0.9,"",    1.0,"",    0.7,"",
"Selected places of birth for the recent immigrant population ","    Ethiopia",,   135,"",    75,"",    60,"",    0.3,"",    0.4,"",    0.3,"",
"Selected places of birth for the recent immigrant population ","    Morocco",,    45,"",    20,"",    25,"",    0.1,"",    0.1,"",    0.1,"",
"Selected places of birth for the recent immigrant population ","    Nigeria",,   475,"",   245,"",   225,"",    1.2,"",    1.3,"",    1.1,"",
"Selected places of birth for the recent immigrant population ","    Somalia",,    95,"",    60,"",    30,"",    0.2,"",    0.3,"",    0.1,"",
"Selected places of birth for the recent immigrant population ","    South Africa, Republic of",,   185,"",    85,"",   100,"",    0.5,"",    0.4,"",    0.5,"",
"Selected places of birth for the recent immigrant population ","    Sudan",97,    45,"",    25,"",    15,"",    0.1,"",    0.1,"",    0.1,"",
"Selected places of birth for the recent immigrant population ","    Tunisia",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Selected places of birth for the recent immigrant population ","    Other places of birth in Africa",,   540,"",   260,"",   275,"",    1.4,"",    1.3,"",    1.3,"",
"Selected places of birth for the recent immigrant population ","  Asia",, 33910,"", 16350,"", 17560,"",   85.0,"",   84.2,"",   85.7,"",
"Selected places of birth for the recent immigrant population ","    Afghanistan",,   395,"",   190,"",   200,"",    1.0,"",    1.0,"",    1.0,"",
"Selected places of birth for the recent immigrant population ","    Bangladesh",,   215,"",   115,"",    95,"",    0.5,"",    0.6,"",    0.5,"",
"Selected places of birth for the recent immigrant population ","    China",90,  4425,"",  1920,"",  2505,"",   11.1,"",    9.9,"",   12.2,"",
"Selected places of birth for the recent immigrant population ","    Hong Kong",91,   195,"",   100,"",   100,"",    0.5,"",    0.5,"",    0.5,"",
"Selected places of birth for the recent immigrant population ","    India",, 18235,"",  9115,"",  9125,"",   45.7,"",   47.0,"",   44.5,"",
"Selected places of birth for the recent immigrant population ","    Iran",88,   105,"",    50,"",    55,"",    0.3,"",    0.3,"",    0.3,"",
"Selected places of birth for the recent immigrant population ","    Iraq",,   760,"",   420,"",   340,"",    1.9,"",    2.2,"",    1.7,"",
"Selected places of birth for the recent immigrant population ","    Israel",,    55,"",    45,"",    10,"",    0.1,"",    0.2,"",    0.0,"",
"Selected places of birth for the recent immigrant population ","    Japan",,   125,"",    30,"",    90,"",    0.3,"",    0.2,"",    0.4,"",
"Selected places of birth for the recent immigrant population ","    Jordan",,   145,"",    70,"",    75,"",    0.4,"",    0.4,"",    0.4,"",
"Selected places of birth for the recent immigrant population ","    Korea, South",92,  1005,"",   440,"",   570,"",    2.5,"",    2.3,"",    2.8,"",
"Selected places of birth for the recent immigrant population ","    Lebanon",,   110,"",    50,"",    60,"",    0.3,"",    0.3,"",    0.3,"",
"Selected places of birth for the recent immigrant population ","    Nepal",,   100,"",    45,"",    60,"",    0.3,"",    0.2,"",    0.3,"",
"Selected places of birth for the recent immigrant population ","    Pakistan",,   905,"",   475,"",   425,"",    2.3,"",    2.4,"",    2.1,"",
"Selected places of birth for the recent immigrant population ","    Philippines",,  4000,"",  1745,"",  2260,"",   10.0,"",    9.0,"",   11.0,"",
"Selected places of birth for the recent immigrant population ","    Saudi Arabia",,   110,"",    60,"",    50,"",    0.3,"",    0.3,"",    0.2,"",
"Selected places of birth for the recent immigrant population ","    Sri Lanka",,   150,"",    60,"",    90,"",    0.4,"",    0.3,"",    0.4,"",
"Selected places of birth for the recent immigrant population ","    Syria",89,  1360,"",   800,"",   560,"",    3.4,"",    4.1,"",    2.7,"",
"Selected places of birth for the recent immigrant population ","    Turkey",,    80,"",    60,"",    15,"",    0.2,"",    0.3,"",    0.1,"",
"Selected places of birth for the recent immigrant population ","    United Arab Emirates",,   170,"",    80,"",    95,"",    0.4,"",    0.4,"",    0.5,"",
"Selected places of birth for the recent immigrant population ","    Viet Nam",,   460,"",   140,"",   315,"",    1.2,"",    0.7,"",    1.5,"",
"Selected places of birth for the recent immigrant population ","    Other places of birth in Asia",,   800,"",   325,"",   470,"",    2.0,"",    1.7,"",    2.3,"",
"Selected places of birth for the recent immigrant population ","  Oceania and other",93,   280,"",   140,"",   145,"",    0.7,"",    0.7,"",    0.7,"",
"Selected places of birth for the recent immigrant population ","    Australia",,   140,"",    65,"",    70,"",    0.4,"",    0.3,"",    0.3,"",
"Selected places of birth for the recent immigrant population ","    Other places of birth",98,   140,"",    70,"",    70,"",    0.4,"",    0.4,"",    0.3,"",
"Generation status","Total - Generation status for the population in private households - 25% sample data",99,562565,"",279540,"",283020,"",  100.0,"",  100.0,"",  100.0,"",
"Generation status","  First generation",100,290745,"",140880,"",149865,"",   51.7,"",   50.4,"",   53.0,"",
"Generation status","  Second generation",101,145495,"", 74580,"", 70915,"",   25.9,"",   26.7,"",   25.1,"",
"Generation status","  Third generation or more",102,126320,"", 64080,"", 62240,"",   22.5,"",   22.9,"",   22.0,"",
"Admission category and applicant type","Total - Admission category and applicant type for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data",103,222705,"",106280,"",116425,"",  100.0,"",  100.0,"",  100.0,"",
"Admission category and applicant type","  Economic immigrants",104,104340,"", 51595,"", 52745,"",   46.9,"",   48.5,"",   45.3,"",
"Admission category and applicant type","    Principal applicants",105, 42025,"", 24500,"", 17525,"",   18.9,"",   23.1,"",   15.1,"",
"Admission category and applicant type","    Secondary applicants",106, 62310,"", 27090,"", 35220,"",   28.0,"",   25.5,"",   30.3,"",
"Admission category and applicant type","  Immigrants sponsored by family",107, 93225,"", 41150,"", 52075,"",   41.9,"",   38.7,"",   44.7,"",
"Admission category and applicant type","  Refugees",108, 23605,"", 12780,"", 10825,"",   10.6,"",   12.0,"",    9.3,"",
"Admission category and applicant type","  Other immigrants",109,  1540,"",   755,"",   785,"",    0.7,"",    0.7,"",    0.7,"",
"Pre-admission experience","Total - Pre-admission experience for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data",110,222705,"",106280,"",116425,"",  100.0,"",  100.0,"",  100.0,"",
"Pre-admission experience","  Asylum claim before admission",111,  6140,"",  3770,"",  2365,"",    2.8,"",    3.5,"",    2.0,"",
"Pre-admission experience","  Work permits only before admission",112, 18970,"",  8015,"", 10950,"",    8.5,"",    7.5,"",    9.4,"",
"Pre-admission experience","  Study permits only before admission",113,  4670,"",  2440,"",  2230,"",    2.1,"",    2.3,"",    1.9,"",
"Pre-admission experience","  Work and study permits before admission",114, 10400,"",  5645,"",  4755,"",    4.7,"",    5.3,"",    4.1,"",
"Pre-admission experience","  Other permits before admission",115,   995,"",   460,"",   530,"",    0.4,"",    0.4,"",    0.5,"",
"Pre-admission experience","  No pre-admission experience",116,181535,"", 85945,"", 95585,"",   81.5,"",   80.9,"",   82.1,"",
"Visible minority","Total - Visible minority for the population in private households - 25% sample data",117,562565,"",279540,"",283020,"",  100.0,"",  100.0,"",  100.0,"",
"Visible minority","  Total visible minority population",118,377235,"",186925,"",190310,"",   67.1,"",   66.9,"",   67.2,"",
"Visible minority","    South Asian",,212680,"",107685,"",104995,"",   37.8,"",   38.5,"",   37.1,"",
"Visible minority","    Chinese",, 48350,"", 23220,"", 25125,"",    8.6,"",    8.3,"",    8.9,"",
"Visible minority","    Black",, 12870,"",  6535,"",  6340,"",    2.3,"",    2.3,"",    2.2,"",
"Visible minority","    Filipino",, 39285,"", 18135,"", 21150,"",    7.0,"",    6.5,"",    7.5,"",
"Visible minority","    Arab",,  7420,"",  3885,"",  3535,"",    1.3,"",    1.4,"",    1.2,"",
"Visible minority","    Latin American",,  8830,"",  4365,"",  4470,"",    1.6,"",    1.6,"",    1.6,"",
"Visible minority","    Southeast Asian",, 15350,"",  7230,"",  8120,"",    2.7,"",    2.6,"",    2.9,"",
"Visible minority","    West Asian",,  5200,"",  2675,"",  2515,"",    0.9,"",    1.0,"",    0.9,"",
"Visible minority","    Korean",, 10140,"",  4775,"",  5365,"",    1.8,"",    1.7,"",    1.9,"",
"Visible minority","    Japanese",,  2870,"",  1300,"",  1570,"",    0.5,"",    0.5,"",    0.6,"",
"Visible minority","    Visible minority, n.i.e.",119,  4765,"",  2460,"",  2310,"",    0.8,"",    0.9,"",    0.8,"",
"Visible minority","    Multiple visible minorities",,  9475,"",  4660,"",  4815,"",    1.7,"",    1.7,"",    1.7,"",
"Visible minority","  Not a visible minority",120,185330,"", 92615,"", 92715,"",   32.9,"",   33.1,"",   32.8,"",
"Ethnic or cultural origin","Total - Ethnic or cultural origin for the population in private households - 25% sample data",121,562565,"",279535,"",283025,"",  100.0,"",  100.0,"",  100.0,"",
"Ethnic or cultural origin","  Canadian",, 36070,"", 18550,"", 17520,"",    6.4,"",    6.6,"",    6.2,"",
"Ethnic or cultural origin","  English",, 57255,"", 28390,"", 28865,"",   10.2,"",   10.2,"",   10.2,"",
"Ethnic or cultural origin","  Irish",, 34695,"", 16745,"", 17950,"",    6.2,"",    6.0,"",    6.3,"",
"Ethnic or cultural origin","  Scottish",, 42740,"", 20645,"", 22095,"",    7.6,"",    7.4,"",    7.8,"",
"Ethnic or cultural origin","  French, n.o.s.",122, 16935,"",  8180,"",  8760,"",    3.0,"",    2.9,"",    3.1,"",
"Ethnic or cultural origin","  German",, 31585,"", 15460,"", 16120,"",    5.6,"",    5.5,"",    5.7,"",
"Ethnic or cultural origin","  Chinese",, 47270,"", 22625,"", 24640,"",    8.4,"",    8.1,"",    8.7,"",
"Ethnic or cultural origin","  Italian",,  9735,"",  4815,"",  4925,"",    1.7,"",    1.7,"",    1.7,"",
"Ethnic or cultural origin","  Indian (India)",,117765,"", 58980,"", 58785,"",   20.9,"",   21.1,"",   20.8,"",
"Ethnic or cultural origin","  Ukrainian",, 13970,"",  7070,"",  6905,"",    2.5,"",    2.5,"",    2.4,"",
"Ethnic or cultural origin","  Dutch",, 10920,"",  5400,"",  5520,"",    1.9,"",    1.9,"",    2.0,"",
"Ethnic or cultural origin","  Polish",,  9345,"",  4525,"",  4820,"",    1.7,"",    1.6,"",    1.7,"",
"Ethnic or cultural origin","  Québécois",,   300,"",   145,"",   155,"",    0.1,"",    0.1,"",    0.1,"",
"Ethnic or cultural origin","  British Isles, n.o.s.",123, 11340,"",  5675,"",  5665,"",    2.0,"",    2.0,"",    2.0,"",
"Ethnic or cultural origin","  Filipino",, 37580,"", 17445,"", 20135,"",    6.7,"",    6.2,"",    7.1,"",
"Ethnic or cultural origin","  French Canadian",,  2330,"",  1215,"",  1115,"",    0.4,"",    0.4,"",    0.4,"",
"Ethnic or cultural origin","  Caucasian (White), n.o.s.",124,  5580,"",  2970,"",  2610,"",    1.0,"",    1.1,"",    0.9,"",
"Ethnic or cultural origin","  First Nations (North American Indian), n.o.s.",125,  4525,"",  2315,"",  2210,"",    0.8,"",    0.8,"",    0.8,"",
"Ethnic or cultural origin","  Métis",,  4720,"",  2320,"",  2395,"",    0.8,"",    0.8,"",    0.8,"",
"Ethnic or cultural origin","  European, n.o.s.",126,  6130,"",  3045,"",  3085,"",    1.1,"",    1.1,"",    1.1,"",
"Ethnic or cultural origin","  Russian",,  6970,"",  3350,"",  3620,"",    1.2,"",    1.2,"",    1.3,"",
"Ethnic or cultural origin","  Norwegian",,  8100,"",  3975,"",  4125,"",    1.4,"",    1.4,"",    1.5,"",
"Ethnic or cultural origin","  Welsh",,  5785,"",  2830,"",  2965,"",    1.0,"",    1.0,"",    1.0,"",
"Ethnic or cultural origin","  Portuguese",,  3625,"",  1760,"",  1870,"",    0.6,"",    0.6,"",    0.7,"",
"Ethnic or cultural origin","  American",,  3810,"",  1920,"",  1895,"",    0.7,"",    0.7,"",    0.7,"",
"Ethnic or cultural origin","  Spanish",,  6070,"",  2765,"",  3300,"",    1.1,"",    1.0,"",    1.2,"",
"Ethnic or cultural origin","  Swedish",,  5700,"",  2560,"",  3135,"",    1.0,"",    0.9,"",    1.1,"",
"Ethnic or cultural origin","  Hungarian",,  3510,"",  1675,"",  1835,"",    0.6,"",    0.6,"",    0.6,"",
"Ethnic or cultural origin","  Acadian",,   305,"",   160,"",   150,"",    0.1,"",    0.1,"",    0.1,"",
"Ethnic or cultural origin","  Pakistani",,  8010,"",  4010,"",  3995,"",    1.4,"",    1.4,"",    1.4,"",
"Ethnic or cultural origin","  African, n.o.s.",127,  2890,"",  1390,"",  1495,"",    0.5,"",    0.5,"",    0.5,"",
"Ethnic or cultural origin","  Jewish",,  1305,"",   650,"",   655,"",    0.2,"",    0.2,"",    0.2,"",
"Ethnic or cultural origin","  Punjabi",, 49065,"", 25020,"", 24045,"",    8.7,"",    9.0,"",    8.5,"",
"Ethnic or cultural origin","  Vietnamese",, 10650,"",  4925,"",  5720,"",    1.9,"",    1.8,"",    2.0,"",
"Ethnic or cultural origin","  Arab, n.o.s.",128,  3055,"",  1620,"",  1430,"",    0.5,"",    0.6,"",    0.5,"",
"Ethnic or cultural origin","  Greek",,  1665,"",   870,"",   800,"",    0.3,"",    0.3,"",    0.3,"",
"Ethnic or cultural origin","  Jamaican",,  1510,"",   720,"",   785,"",    0.3,"",    0.3,"",    0.3,"",
"Ethnic or cultural origin","  Asian, n.o.s.",129,  7145,"",  3395,"",  3750,"",    1.3,"",    1.2,"",    1.3,"",
"Ethnic or cultural origin","  Cree, n.o.s.",130,  1170,"",   515,"",   645,"",    0.2,"",    0.2,"",    0.2,"",
"Ethnic or cultural origin","  Korean",,  9895,"",  4665,"",  5230,"",    1.8,"",    1.7,"",    1.8,"",
"Ethnic or cultural origin","  Romanian",,  2050,"",  1000,"",  1050,"",    0.4,"",    0.4,"",    0.4,"",
"Ethnic or cultural origin","  Lebanese",,   985,"",   510,"",   475,"",    0.2,"",    0.2,"",    0.2,"",
"Ethnic or cultural origin","  Iranian",,  1180,"",   625,"",   560,"",    0.2,"",    0.2,"",    0.2,"",
"Ethnic or cultural origin","  Christian, n.i.e.",131,  2060,"",  1020,"",  1040,"",    0.4,"",    0.4,"",    0.4,"",
"Ethnic or cultural origin","  Danish",,  2970,"",  1540,"",  1425,"",    0.5,"",    0.6,"",    0.5,"",
"Ethnic or cultural origin","  North American Indigenous, n.o.s.",132,  1120,"",   520,"",   595,"",    0.2,"",    0.2,"",    0.2,"",
"Ethnic or cultural origin","  Sikh",, 36770,"", 18845,"", 17920,"",    6.5,"",    6.7,"",    6.3,"",
"Ethnic or cultural origin","  Austrian",,  2635,"",  1205,"",  1430,"",    0.5,"",    0.4,"",    0.5,"",
"Ethnic or cultural origin","  Belgian",,   895,"",   445,"",   450,"",    0.2,"",    0.2,"",    0.2,"",
"Ethnic or cultural origin","  Haitian",,   155,"",    65,"",    90,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Hindu",,  7905,"",  4030,"",  3875,"",    1.4,"",    1.4,"",    1.4,"",
"Ethnic or cultural origin","  Mexican",,  2380,"",  1200,"",  1185,"",    0.4,"",    0.4,"",    0.4,"",
"Ethnic or cultural origin","  Mennonite",,  1195,"",   640,"",   560,"",    0.2,"",    0.2,"",    0.2,"",
"Ethnic or cultural origin","  Swiss",,  1210,"",   555,"",   655,"",    0.2,"",    0.2,"",    0.2,"",
"Ethnic or cultural origin","  Finnish",,  1730,"",   880,"",   850,"",    0.3,"",    0.3,"",    0.3,"",
"Ethnic or cultural origin","  Sri Lankan",,  1525,"",   785,"",   735,"",    0.3,"",    0.3,"",    0.3,"",
"Ethnic or cultural origin","  Croatian",,  1855,"",   920,"",   940,"",    0.3,"",    0.3,"",    0.3,"",
"Ethnic or cultural origin","  Japanese",,  3920,"",  1830,"",  2100,"",    0.7,"",    0.7,"",    0.7,"",
"Ethnic or cultural origin","  South Asian, n.o.s.",133,  7785,"",  3920,"",  3865,"",    1.4,"",    1.4,"",    1.4,"",
"Ethnic or cultural origin","  Mi'kmaq, n.o.s.",134,   200,"",    90,"",   105,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Northern European, n.o.s.",135,  1700,"",   905,"",   795,"",    0.3,"",    0.3,"",    0.3,"",
"Ethnic or cultural origin","  Muslim",,  2660,"",  1310,"",  1345,"",    0.5,"",    0.5,"",    0.5,"",
"Ethnic or cultural origin","  Egyptian",,   725,"",   375,"",   350,"",    0.1,"",    0.1,"",    0.1,"",
"Ethnic or cultural origin","  Latin, Central or South American, n.o.s.",136,  1715,"",   840,"",   875,"",    0.3,"",    0.3,"",    0.3,"",
"Ethnic or cultural origin","  Tamil",,   795,"",   415,"",   370,"",    0.1,"",    0.1,"",    0.1,"",
"Ethnic or cultural origin","  Icelandic",,  1760,"",   840,"",   925,"",    0.3,"",    0.3,"",    0.3,"",
"Ethnic or cultural origin","  Colombian",,  1175,"",   550,"",   620,"",    0.2,"",    0.2,"",    0.2,"",
"Ethnic or cultural origin","  Moroccan",,   130,"",    50,"",    85,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Czech",,  1260,"",   660,"",   600,"",    0.2,"",    0.2,"",    0.2,"",
"Ethnic or cultural origin","  Syrian",,  1320,"",   725,"",   600,"",    0.2,"",    0.3,"",    0.2,"",
"Ethnic or cultural origin","  Guyanese",,   300,"",   150,"",   150,"",    0.1,"",    0.1,"",    0.1,"",
"Ethnic or cultural origin","  Afghan",,  3085,"",  1530,"",  1560,"",    0.5,"",    0.5,"",    0.6,"",
"Ethnic or cultural origin","  Black, n.o.s.",137,   730,"",   325,"",   405,"",    0.1,"",    0.1,"",    0.1,"",
"Ethnic or cultural origin","  Serbian",,   865,"",   460,"",   410,"",    0.2,"",    0.2,"",    0.1,"",
"Ethnic or cultural origin","  Ojibway",,   240,"",   140,"",   100,"",    0.0,"",    0.1,"",    0.0,"",
"Ethnic or cultural origin","  Newfoundlander",,   195,"",    85,"",   110,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Hong Konger",,  1185,"",   585,"",   605,"",    0.2,"",    0.2,"",    0.2,"",
"Ethnic or cultural origin","  Ontarian",,   160,"",    75,"",    80,"",    0.0,"",    0.0,"",    0.0,"",
"Ethnic or cultural origin","  Persian",,   895,"",   485,"",   410,"",    0.2,"",    0.2,"",    0.1,"",
"Ethnic or cultural origin","  Trinidadian/Tobagonian",,   495,"",   285,"",   210,"",    0.1,"",    0.1,"",    0.1,"",
"Ethnic or cultural origin","  Turkish",,   615,"",   340,"",   280,"",    0.1,"",    0.1,"",    0.1,"",
